"","Sample"
"ATP6V0E1",62.3211508056491
"ATP6V1A",17.5859100061772
"ATP6V1B2",28.4379982548363
"ATP6V1C1",22.0516215902495
"ATP6V1D",24.4435288928056
"ATP6V1E1",32.2516507973486
"ATP6V1F",49.1599757702102
"ATP6V1G1",77.5949087563664
"ATP6V1H",6.48222037031512
"ATP7A",0
"ATP8A1",2.19048611833215
"ATP8B4",3.02122384909468
"ATP9B",6.68822604552391
"ATPAF2",3.48308687561281
"ATR",6.44421476848922
"ATRAID",14.232115909885
"ATRN",1.08409167105792
"ATRX",38.3428196847897
"ATXN1",11.8716104945573
"ATXN10",5.58371815517163
"ATXN2",6.68478518296575
"ATXN2L",8.31582889297735
"ATXN3",3.36191245513992
"ATXN7",7.81146790399028
"ATXN7L3",3.55051807067584
"ATXN7L3B",23.3138518384465
"ATXN8OS",13.9910762546219
"AUP1",19.8047763783219
"AURKAIP1",21.2804513228176
"AVL9",4.79213881550282
"AZI2",16.8480167336662
"AZIN1",17.9894152623091
"B2M",284.316927669465
"B3GALT4",5.95824790894198
"B3GAT3",8.19123928935197
"B3GNT2",4.50545672452654
"B3GNT5",4.37343692784911
"B4GALT1",14.0132699115611
"B4GALT3",8.92864700847972
"B4GALT5",12.5195713700071
"B9D2",7.38775842382569
"BABAM1",13.6881570755257
"BACH1",31.3742141212599
"BAD",4.98065813663396
"BAG1",10.6441295590666
"BAG4",9.39848141829724
"BAG5",11.0456144412736
"BAG6",14.1141752871143
"BAK1",5.3394158404449
"BANF1",10.5992321813131
"BANK1",11.9720543108856
"BANP",9.47017477051208
"BAP1",8.17227879103022
"BASP1",34.7607681447243
"BATF",10.5076764162521
"BAX",15.5899697817488
"BAZ1A",25.7297515504572
"BAZ1B",27.7734422195602
"BAZ2A",14.572252293908
"BAZ2B",31.3636529322211
"BBIP1",10.055905719979
"BBS2",4.41456056323312
"BBX",45.6441743706879
"BCAP29",11.9865890152478
"BCAP31",22.0096638470343
"BCAS2",10.7336018508842
"BCAT1",17.7943642152434
"BCCIP",16.8800456339387
"BCKDK",11.1223574573239
"BCL10",18.1520854570116
"BCL11B",13.6521272713118
"BCL2",13.8680551872162
"BCL2A1",49.0465820475456
"BCL2L1",2.81519716005643
"BCL2L11",17.9085746617547
"BCL2L13",11.0313784744303
"BCL3",17.9191242603021
"BCL6",4.59363069711701
"BCL7B",12.5115201361411
"BCL7C",6.519581422134
"BCL9L",5.38427927662228
"BCLAF1",43.1915147303583
"BCO2",34.7046032835107
"BCOR",3.92142200075015
"BDP1",33.1209427364016
"BECN1",12.6880903870683
"BEST1",28.6912511228225
"BET1",3.90893576465941
"BET1L",11.6068966087615
"BEX4",7.79927673004432
"BFAR",10.4791792561687
"BHLHE40",38.0425765917903
"BICD2",9.54209872729832
"BID",38.8966779414038
"BIN1",13.6122157398816
"BIN2",18.4168868112222
"BIN3",7.48910585587048
"BIRC2",30.459047982636
"BIRC3",91.1192653043474
"BIRC6",30.9765877951375
"BLCAP",5.52011219701281
"BLMH",5.30206276401825
"BLOC1S1",34.8417188083245
"BLOC1S2",15.4590539046707
"BLOC1S4",4.71671253946091
"BLOC1S5",9.06665917825703
"BLOC1S6",22.6908766016782
"BLVRA",19.6964676116972
"BLVRB",15.8916737810765
"BLZF1",6.85389400255615
"BMF",6.64320803672378
"BMI1",2.11628107601176
"BMP2K",12.6955109926195
"BMPR2",5.84904841542425
"BMS1",14.2605498438908
"BMS1P20",5.52430116212754
"BNIP2",30.1710783331985
"BNIP3",47.8080124932999
"BNIP3L",77.6034825407585
"BOD1L1",32.4016760063882
"BOLA3",8.61155203870333
"BPTF",46.3320021965214
"BRAF",6.79878332261585
"BRAP",3.30747136109204
"BRAT1",7.30266682277151
"BRCA2",6.37311046116681
"BRCC3",15.2446327167466
"BRD1",8.84380947165771
"BRD2",47.3668909626329
"BRD3",15.7328298643074
"BRD4",23.4247526043789
"BRD7",11.9391882180271
"BRD8",10.1826964238099
"BRD9",1.73110996325756
"BRI3",29.723205146822
"BRI3BP",0
"BRIX1",6.51681870801393
"BRK1",39.828865158606
"BRMS1",6.73593854574806
"BROX",24.8905788328129
"BRPF1",6.50708948568516
"BRWD1",12.6472463051501
"BRWD3",14.9893316170453
"BSDC1",3.2071028071971
"BSG",21.7764768758909
"BST1",4.59938479116418
"BST2",42.4757282956859
"BTAF1",25.6074748436486
"BTBD1",4.03039395524453
"BTBD7",2.72434924809189
"BTF3",100.73255564487
"BTF3L4",14.7284541680896
"BTG1",152.076045276274
"BTG2",46.6201494285575
"BTG3",23.1603206827347
"BTK",22.5886798576862
"BTN2A1",14.7295249311624
"BTN2A2",8.98239531088732
"BTN3A1",17.3246174945326
"BTN3A2",19.5860358691978
"BTN3A3",7.75913297703124
"BUB3",16.750604278651
"BUD31",48.0739867605077
"BZW1",44.1317957654084
"BZW2",6.64429014588797
"C11orf54",14.584059029642
"C11orf58",52.4141374195317
"C12orf10",4.25466581668207
"C12orf4",5.75599278330477
"C12orf45",5.06486534894485
"C12orf54",42.3598863353578
"C12orf57",49.1337106072847
"C12orf65",13.4418644244549
"C12orf75",5.02791757121809
"C12orf76",5.38601316036293
"C14orf119",18.5670439571545
"C15orf39",8.30609370375128
"C15orf40",3.4072574710338
"C15orf48",129.444928692175
"C16orf54",0
"C16orf72",7.58198836722239
"C16orf87",4.41301072535974
"C17orf80",7.22659028798167
"C18orf21",6.86432426681147
"C18orf32",13.4582673325568
"C19orf12",2.5050287074666
"C19orf25",0
"C19orf38",3.31293993379421
"C19orf53",53.5566066214966
"C1D",14.4976295903393
"C1GALT1",16.4363067834645
"C1GALT1C1",3.82652920017967
"C1orf122",8.9743264722977
"C1orf131",4.52426823587746
"C1orf162",26.570911658421
"C1orf174",2.40858847795336
"C1orf21",9.25944407541626
"C1orf35",7.13709453850822
"C1orf43",38.3703279891913
"C1orf52",8.54298001144797
"C1orf54",4.27940646102057
"C1orf56",19.592347949586
"C1QBP",13.9760824981518
"C20orf194",9.9527496781257
"C21orf91",3.29610141126475
"C22orf39",8.1512546059557
"C2CD5",9.72037011042046
"C2orf15",11.3508796254967
"C2orf49",13.8820730121459
"C2orf68",2.1348883009867
"C3AR1",12.3805806082611
"C3orf38",6.84922324813552
"C3orf62",2.36542768355693
"C4orf3",105.07118991555
"C4orf33",11.0443049653098
"C4orf48",24.6178202890041
"C5AR1",39.8844414192185
"C5orf15",13.3081767561593
"C5orf24",15.5235826018269
"C5orf51",4.5124841825857
"C6orf120",12.4388182726135
"C6orf47",2.73958071118053
"C6orf62",54.3395728824888
"C6orf89",11.3625144673865
"C7orf50",23.0624109371628
"C8orf33",11.7285202249575
"C8orf76",11.3740557535652
"C9orf16",14.800690255003
"C9orf72",18.3514360378401
"C9orf78",40.8348982790406
"C9orf85",12.7883634075012
"CA2",8.0052818298221
"CAAP1",8.78119751884096
"CAB39",18.0626284585174
"CABIN1",5.69497315072475
"CACUL1",13.7730605795797
"CACYBP",36.7874595607934
"CALCOCO1",6.01367833645375
"CALCOCO2",28.6897746959996
"CALHM2",3.07995166736901
"CALM1",103.763350879196
"CALM2",83.3353389680461
"CALM3",37.7539189560201
"CALR",75.9752864469203
"CALU",13.5042032824228
"CAMK1",2.45725096424341
"CAMK1D",10.8903403452196
"CAMK2D",6.98217606431342
"CAMK4",21.7628832579473
"CAMKK2",9.3016521430386
"CAMLG",13.9489803279933
"CAMSAP2",12.6890416648791
"CAMTA1",18.8176925963224
"CAMTA2",3.1882536265895
"CAND1",19.066928729613
"CANT1",3.83881393304128
"CANX",97.3771585530889
"CAP1",52.7660488852824
"CAPG",28.0787787600174
"CAPN1",10.8159410475695
"CAPN2",9.82547104089404
"CAPN7",10.3202619375836
"CAPNS1",32.2414655916298
"CAPRIN1",13.6251401308334
"CAPZA1",65.2271836022564
"CAPZA2",38.776579668565
"CAPZB",60.1836511187056
"CARD16",51.5949116041676
"CARD6",1.67855496783665
"CARD8",21.8718748809768
"CARHSP1",5.20306258384411
"CARS2",4.47046122443265
"CASC3",24.6460908542635
"CASC4",15.8676007479771
"CASP1",33.1442957423159
"CASP10",5.67145945393433
"CASP2",9.81745233366466
"CASP3",14.7245819004529
"CASP4",43.9978013632362
"CASP7",7.67332987344993
"CASP8",15.6875467330687
"CASP8AP2",18.5460995488873
"CAST",87.1009731541208
"CAT",12.1459597514231
"CBFA2T2",4.15774912525165
"CBFB",14.4560334646657
"CBL",15.8716860228777
"CBLB",2.58188982342298
"CBLL1",0
"CBR1",11.1674016850273
"CBR4",0
"CBWD1",15.9154894297837
"CBWD2",12.0061854385895
"CBX1",8.03849931579531
"CBX3",73.5387829366625
"CBX5",10.4207626590156
"CBX6",10.6771294096194
"CBX7",8.24524750046228
"CC2D1B",7.9548934056024
"CCAR1",20.9735609831441
"CCAR2",9.84194823252336
"CCDC107",25.1095351194131
"CCDC112",6.87332337822535
"CCDC115",1.92392973205652
"CCDC117",7.50696723271175
"CCDC12",25.7076749710373
"CCDC124",8.87214147646264
"CCDC127",0.793432975714906
"CCDC130",16.404192216005
"CCDC137",10.6094733707451
"CCDC167",14.7202688402738
"CCDC174",8.41936386900547
"CCDC18",3.17158236527551
"CCDC22",5.87163387185623
"CCDC25",10.8099306683167
"CCDC28A",10.0956998040282
"CCDC43",1.73201997359332
"CCDC47",18.5903494324894
"CCDC50",22.09810771245
"CCDC57",8.36360014346694
"CCDC58",4.99269413476348
"CCDC59",21.4640594964865
"CCDC6",9.10160125431427
"CCDC66",15.4928321944725
"CCDC69",14.955011321246
"CCDC71L",7.99438805979338
"CCDC82",10.6272171932046
"CCDC84",2.09541923692211
"CCDC85B",4.70323283042656
"CCDC88A",37.9280515682123
"CCDC88B",2.40858847795336
"CCDC88C",16.3211054200506
"CCDC90B",12.4704580124731
"CCDC91",10.1602560551765
"CCDC93",14.8102784371002
"CCDC97",10.2432013475515
"CCL2",66.8026499587414
"CCL22",47.222222424042
"CCL3",24.3166066680294
"CCL4",14.183510297167
"CCL5",26.2530523741133
"CCL7",12.6968435582157
"CCL8",5.55109777771414
"CCM2",15.9843846689525
"CCNC",11.1379659301512
"CCND2",27.2587557185141
"CCND3",20.0221560425274
"CCNDBP1",25.5659927906108
"CCNG1",7.93590763553187
"CCNG2",11.205942976618
"CCNH",9.69100099168583
"CCNI",89.2740173576789
"CCNK",94.6803211145897
"CCNL1",29.5303032054228
"CCNL2",12.9962690828132
"CCNT1",6.89098610692062
"CCNT2",11.0708233696499
"CCNY",20.63689526583
"CCNYL1",0
"CCP110",9.2119838179822
"CCPG1",8.40144976699752
"CCR1",35.045602227098
"CCR5",21.086621760599
"CCR7",88.556843110705
"CCRL2",8.49348128260867
"CCS",7.91440424445343
"CCSAP",6.66498658511091
"CCSER2",20.3372690756312
"CCT2",31.5839823942534
"CCT3",36.1974191972398
"CCT4",29.4742559897634
"CCT5",38.5571935432975
"CCT6A",37.0199983597141
"CCT7",14.5610044731774
"CCT8",35.8313300376329
"CCZ1",5.40391372527667
"CD101",4.72758489026998
"CD109",4.58399621334143
"CD14",55.3045099488791
"CD151",19.7912828398194
"CD163",21.6538530885115
"CD164",40.3803260125083
"CD180",10.9273955473676
"CD2",46.3265551307868
"CD247",19.9601332061505
"CD27",6.51594136302953
"CD274",6.22060034465529
"CD2AP",12.8933325554202
"CD2BP2",10.3171438780778
"CD300A",25.1188449749148
"CD300E",50.4970763563996
"CD300LB",2.63571705464115
"CD300LF",3.47293980504782
"CD36",5.49127747012677
"CD37",43.8809215758136
"CD38",2.93079859114593
"CD3D",41.0207485216988
"CD3E",28.4236178909325
"CD3G",17.5740275977909
"CD4",3.48496557569036
"CD40",15.5751064807671
"CD44",98.3072914556715
"CD46",29.3562330205295
"CD47",36.3259499173828
"CD48",56.9815136035513
"CD5",13.8946452473883
"CD52",76.1582713759685
"CD53",69.1482218774943
"CD55",19.2335562556029
"CD58",28.3251191021021
"CD59",15.0057651801301
"CD6",24.7399694427624
"CD63",89.5240834885368
"CD68",79.8985696206365
"CD69",17.6134373275763
"CD7",21.4012330460869
"CD74",145.010430294377
"CD79A",11.2170537832133
"CD79B",5.46576361500678
"CD81",18.1315841773993
"CD82",28.8111830085674
"CD83",47.2157429851218
"CD84",24.1623951258748
"CD86",58.6496999633177
"CD8A",8.14348869004446
"CD8B",0
"CD9",21.2630231602115
"CD93",6.24386934941646
"CD96",34.8714955161463
"CD99",44.8411451931555
"CD99L2",5.53189480420205
"CDC123",13.2535092093132
"CDC14A",4.05572924495221
"CDC16",13.787306186355
"CDC25B",4.56203132587297
"CDC26",1.3019862612072
"CDC27",6.78542942741521
"CDC34",0.952413966850803
"CDC37",32.816729418527
"CDC37L1",11.8047833095794
"CDC40",12.8929496175427
"CDC42",66.0377061011718
"CDC42BPB",1.22460330720462
"CDC42EP3",9.75382822377319
"CDC42SE1",21.672903001494
"CDC42SE2",60.7111714751575
"CDC5L",16.999545794627
"CDC73",15.0564327487903
"CDCP1",1.83840171540456
"CDIPT",9.75643439370191
"CDK10",8.93450277742145
"CDK11A",6.50287465808678
"CDK11B",7.63193557356391
"CDK12",11.7850422943352
"CDK13",13.915349507439
"CDK14",10.884513763219
"CDK16",3.47771190244457
"CDK17",11.8104656033912
"CDK19",0.778695996406757
"CDK2AP2",13.3177488843973
"CDK4",11.0292878088871
"CDK5RAP2",12.1705375053621
"CDK5RAP3",6.47252341948504
"CDK6",12.287604256113
"CDK7",4.28033652363314
"CDK9",10.3837002352438
"CDKN1A",34.4911094935131
"CDKN1B",18.5769011509848
"CDKN2AIP",3.07257131185669
"CDKN2D",2.79980929734287
"CDS2",9.78829630543607
"CDV3",36.2351900773893
"CEBPB",31.637897127592
"CEBPD",15.6037810360666
"CEBPG",10.3956669016058
"CEBPZ",22.8562850802849
"CELF1",6.35256808844608
"CELF2",34.7592561016926
"CENPB",3.85383477037542
"CENPC",28.2745122162656
"CENPT",6.01174864566301
"CEP104",10.5849105792313
"CEP120",5.17935831247685
"CEP135",32.6554183581511
"CEP164",2.40858847795336
"CEP170",22.5083838627964
"CEP192",3.35851740303429
"CEP250",0
"CEP290",11.8434473173171
"CEP350",37.6207489486738
"CEP44",0
"CEP57",14.022232482188
"CEP63",11.2132080443721
"CEP78",5.32126186756213
"CEP85L",3.82677623583623
"CEP95",4.40550048099937
"CEPT1",15.0186308247523
"CERK",11.0324754869369
"CERS2",11.0993897232803
"CERS5",1.93091627237698
"CERS6",10.737210945093
"CES2",13.8596215271082
"CETN2",1.87752464677283
"CETN3",9.78288229733222
"CFD",16.2391353382832
"CFDP1",17.1798134359533
"CFL1",102.736210747275
"CFLAR",38.5981818983429
"CFP",26.8891526708373
"CGGBP1",12.4962784182091
"CHCHD1",22.692273853196
"CHCHD2",42.1569754411168
"CHCHD3",26.6101435477373
"CHCHD5",10.0551063762934
"CHCHD7",19.7541681543702
"CHD1",28.1723618703278
"CHD2",41.7141574397478
"CHD3",12.5802582685076
"CHD4",19.0805572160783
"CHD6",12.8852563428876
"CHD7",11.8570674189818
"CHD8",22.8913991514344
"CHD9",26.5999416913956
"CHERP",0.778695996406757
"CHFR",8.48155429748071
"CHIC2",14.0497907372569
"CHKB",5.40661094958446
"CHM",10.5863382500847
"CHML",3.08313520205185
"CHMP1A",7.77540974686769
"CHMP1B",28.9029886464738
"CHMP2A",30.2584951220027
"CHMP2B",25.962376410557
"CHMP3",21.7538455951937
"CHMP4A",5.26794213838664
